11:31:32.515, 0.9822872
11:31:32.532, 0.9980267
11:31:32.539, 0.9980267
11:31:32.543, 0.9822872
11:31:32.551, 0.95105654
11:31:32.564, 0.90482706
11:31:32.568, 0.8443279
11:31:32.578, 0.77051324
11:31:32.624, 0.6845471
11:31:32.627, 0.58778524
11:31:32.628, 0.48175368
11:31:32.628, 0.36812454
11:31:32.629, 0.24868989
11:31:32.672, 0.12533323
11:31:32.673, 3.6739403E-16
11:31:32.673, -0.12533323
11:31:32.674, -0.24868989
11:31:32.716, -0.36812454
11:31:32.717, -0.48175368
11:31:32.718, -0.58778524
11:31:32.718, -0.6845471
11:31:32.719, -0.77051324
11:31:32.758, -0.8443279
11:31:32.761, -0.90482706
11:31:32.763, -0.95105654
11:31:32.766, -0.9822872
11:31:32.804, -0.9980267
11:31:32.805, -0.9980267
11:31:32.852, -0.9822872
11:31:32.942, -0.95105654
11:31:32.947, -0.90482706
11:31:32.989, -0.8443279
11:31:32.995, -0.77051324
11:31:33.074, -0.6845471
11:31:33.074, -0.58778524
11:31:33.075, -0.48175368
11:31:33.076, -0.36812454
11:31:33.076, -0.24868989
11:31:33.078, -0.12533323
11:31:33.078, -4.8985874E-16
11:31:33.079, 0.12533323
11:31:33.085, 0.24868989
11:31:33.086, 0.36812454
11:31:33.086, 0.48175368
11:31:33.087, 0.58778524
11:31:33.087, 0.6845471
11:31:33.088, 0.77051324
11:31:33.088, 0.8443279
11:31:33.089, 0.90482706
11:31:33.091, 0.95105654
11:31:33.098, 0.9822872
11:31:33.100, 0.9980267
11:31:33.101, 0.9980267
11:31:33.102, 0.9822872
11:31:33.102, 0.95105654
11:31:33.103, 0.90482706
11:31:33.103, 0.8443279
11:31:33.103, 0.77051324
11:31:33.104, 0.6845471
11:31:33.119, 0.58778524
11:31:33.120, 0.48175368
11:31:33.120, 0.36812454
11:31:33.209, 0.24868989
11:31:33.212, 0.12533323
11:31:33.213, 6.123234E-16
11:31:33.215, -0.12533323
11:31:33.216, -0.24868989
11:31:33.216, -0.36812454
11:31:33.217, -0.48175368
11:31:33.217, -0.58778524
11:31:33.218, -0.6845471
11:31:33.252, -0.77051324
11:31:33.253, -0.8443279
11:31:33.253, -0.90482706
11:31:33.254, -0.95105654
11:31:33.254, -0.9822872
11:31:33.297, -0.9980267
11:31:33.298, -0.9980267
11:31:33.299, -0.9822872
11:31:33.299, -0.95105654
11:31:33.344, -0.90482706
11:31:33.345, -0.8443279
11:31:33.345, -0.77051324
11:31:33.346, -0.6845471
11:31:33.346, -0.58778524
11:31:33.388, -0.48175368
11:31:33.388, -0.36812454
11:31:33.434, -0.24868989
11:31:33.435, -0.12533323
11:31:33.435, -7.3478806E-16
11:31:33.435, 0.12533323
11:31:33.436, 0.24868989
11:31:33.436, 0.36812454
11:31:33.478, 0.48175368
11:31:33.480, 0.58778524
11:31:33.480, 0.6845471
11:31:33.482, 0.77051324
